track_artist,track_popularity,track_album_name
Childish Gambino,2,"""Awaken, My Love!"""
Childish Gambino,18,"""Awaken, My Love!"""
Childish Gambino,4,"""Awaken, My Love!"""
Childish Gambino,58,"""Awaken, My Love!"""
Childish Gambino,1,"""Awaken, My Love!"""
Childish Gambino,81,"""Awaken, My Love!"""
Childish Gambino,15,"""Awaken, My Love!"""
Childish Gambino,2,"""Awaken, My Love!"""
Childish Gambino,1,"""Awaken, My Love!"""
Childish Gambino,1,"""Awaken, My Love!"""
Childish Gambino,18,"""Awaken, My Love!"""
Maluma,68,11:11
Maluma,82,11:11
Maluma,86,11:11
Maluma,86,11:11
Maluma,68,11:11
Maluma,83,11:11
Maluma,86,11:11
Calvin Harris,71,18 Months
Calvin Harris,69,18 Months
Calvin Harris,75,18 Months
Calvin Harris,69,18 Months
Calvin Harris,67,18 Months
Calvin Harris,75,18 Months
Calvin Harris,69,18 Months
Calvin Harris,69,18 Months
Calvin Harris,12,18 Months
Calvin Harris,71,18 Months
Calvin Harris,63,18 Months
Calvin Harris,67,18 Months
The Game,31,1992
The Game,35,1992
The Game,31,1992
The Game,30,1992
The Game,39,1992
The Game,57,1992
The Game,33,1992
The Game,44,1992
Dr. Dre,64,2001
Dr. Dre,71,2001
Dr. Dre,75,2001
Dr. Dre,75,2001
Dr. Dre,70,2001
Dr. Dre,71,2001
Dr. Dre,57,2001
Dr. Dre,64,2001
Dr. Dre,73,2001
Dr. Dre,71,2001
Adele,79,21
Adele,74,21
Adele,75,21
Adele,77,21
Adele,79,21
Sleepy Bear,42,21
Adele,79,21
Omarion,63,21
Adele,56,21
Adele,66,21
Bruno Mars,82,24K Magic
Bruno Mars,82,24K Magic
Bruno Mars,78,24K Magic
Bruno Mars,82,24K Magic
Bruno Mars,68,24K Magic
Bruno Mars,78,24K Magic
Bruno Mars,82,24K Magic
Adele,71,25
Adele,73,25
Michael Learns To Rock,40,25
Michael Learns To Rock,40,25
Michael Learns To Rock,35,25
Michael Learns To Rock,41,25
Michael Learns To Rock,36,25
Michael Learns To Rock,35,25
Michael Learns To Rock,42,25
Michael Learns To Rock,37,25
Michael Learns To Rock,34,25
Adele,71,25
Juvenile,45,400 Degreez
Juvenile,47,400 Degreez
Juvenile,65,400 Degreez
Juvenile,37,400 Degreez
Juvenile,31,400 Degreez
Juvenile,39,400 Degreez
Juvenile,47,400 Degreez
Juvenile,65,400 Degreez
Lil Nas X,90,7 EP
Lil Nas X,84,7 EP
Lil Nas X,78,7 EP
Lil Nas X,84,7 EP
Lil Nas X,90,7 EP
Lil Nas X,84,7 EP
Lil Nas X,90,7 EP
Lil Nas X,84,7 EP
Lil Nas X,90,7 EP
Lil Nas X,84,7 EP
Fifth Harmony,78,7/27 (Deluxe)
Fifth Harmony,78,7/27 (Deluxe)
Fifth Harmony,78,7/27 (Deluxe)
Fifth Harmony,66,7/27 (Deluxe)
Fifth Harmony,66,7/27 (Deluxe)
Fifth Harmony,66,7/27 (Deluxe)
Fifth Harmony,78,7/27 (Deluxe)
Fifth Harmony,70,7/27 (Deluxe)
Shai,38,90s R&B
Hi-Five,32,90s R&B
Zhané,29,90s R&B
SWV,29,90s R&B
Groove Theory,27,90s R&B
SWV,27,90s R&B
Xscape,24,90s R&B
KAYTRANADA,64,99.9%
KAYTRANADA,64,99.9%
KAYTRANADA,43,99.9%
KAYTRANADA,46,99.9%
KAYTRANADA,58,99.9%
KAYTRANADA,66,99.9%
KAYTRANADA,47,99.9%
KAYTRANADA,51,99.9%
KAYTRANADA,52,99.9%
Solange,61,A Seat at the Table
Solange,66,A Seat at the Table
Solange,57,A Seat at the Table
Solange,48,A Seat at the Table
Solange,61,A Seat at the Table
Solange,50,A Seat at the Table
Solange,61,A Seat at the Table
Solange,50,A Seat at the Table
Solange,66,A Seat at the Table
Solange,61,A Seat at the Table
オメガトライブ,40,AQUA CITY
オメガトライブ,25,AQUA CITY
オメガトライブ,37,AQUA CITY
オメガトライブ,25,AQUA CITY
オメガトライブ,20,AQUA CITY
オメガトライブ,25,AQUA CITY
オメガトライブ,25,AQUA CITY
Kiyotaka Sugiyama,24,AQUA CITY
オメガトライブ,18,AQUA CITY
オメガトライブ,40,AQUA CITY
オメガトライブ,37,AQUA CITY
Travis Scott,87,ASTROWORLD
Travis Scott,87,ASTROWORLD
Travis Scott,80,ASTROWORLD
Travis Scott,87,ASTROWORLD
Travis Scott,87,ASTROWORLD
Travis Scott,87,ASTROWORLD
Travis Scott,87,ASTROWORLD
Travis Scott,80,ASTROWORLD
Travis Scott,71,ASTROWORLD
OutKast,67,ATLiens
OutKast,59,ATLiens
OutKast,0,ATLiens
OutKast,50,ATLiens
OutKast,40,ATLiens
OutKast,42,ATLiens
OutKast,50,ATLiens
OutKast,59,ATLiens
OutKast,67,ATLiens
Avicii,81,AVĪCI (01)
Avicii,27,AVĪCI (01)
Avicii,81,AVĪCI (01)
Avicii,73,AVĪCI (01)
Avicii,73,AVĪCI (01)
Avicii,27,AVĪCI (01)
Avicii,56,AVĪCI (01)
Musiq Soulchild,47,Aijuswanaseing
Musiq Soulchild,37,Aijuswanaseing
Musiq Soulchild,55,Aijuswanaseing
Musiq Soulchild,38,Aijuswanaseing
Musiq Soulchild,35,Aijuswanaseing
Musiq Soulchild,57,Aijuswanaseing
Musiq Soulchild,33,Aijuswanaseing
Musiq Soulchild,47,Aijuswanaseing
Musiq Soulchild,54,Aijuswanaseing
henrikz,37,Alive
Madden,47,Alive
Snavs,50,Alive
Daughtry,60,Alive
Silvera,21,Alive
Many Moor,34,Alive
Wasback,30,Alive
R3HAB,62,Alive
Armando,30,Alive
R3HAB,55,Alive
Many Moor,34,Alive
Snavs,50,Alive
2Pac,77,All Eyez On Me
2Pac,66,All Eyez On Me
2Pac,55,All Eyez On Me
2Pac,62,All Eyez On Me
2Pac,77,All Eyez On Me
2Pac,75,All Eyez On Me
2Pac,77,All Eyez On Me
2Pac,68,All Eyez On Me
2Pac,75,All Eyez On Me
2Pac,65,All Eyez On Me
2Pac,62,All Eyez On Me
2Pac,65,All Eyez On Me
2Pac,56,All Eyez On Me
2Pac,66,All Eyez On Me
2Pac,54,All Eyez On Me
2Pac,58,All Eyez On Me
2Pac,60,All Eyez On Me
2Pac,59,All Eyez On Me
2Pac,66,All Eyez On Me
2Pac,62,All Eyez On Me
2Pac,58,All Eyez On Me
The Vamps,4,All Night
Trinere,27,All Night
Trinere,36,All Night
Steve Aoki,52,All Night
Habstrakt,37,All Night
The Vamps,4,All Night
Tujamo,40,All Night
Example,61,All Night
Jay Sean,76,All Or Nothing
Jay Sean,76,All Or Nothing
Jay Sean,51,All Or Nothing
Jay Sean,33,All Or Nothing
Jay Sean,48,All Or Nothing
Jay Sean,31,All Or Nothing
Jay Sean,67,All Or Nothing
Alan Walker,70,Alone
Marshmello,20,Alone
Kløn,31,Alone
Marshmello,20,Alone
Petit Biscuit,57,Alone
Copycattz,40,Alone
Ryos,40,Alone
Marshmello,20,Alone
Marshmello,20,Alone
Khalid,83,American Teen
Khalid,65,American Teen
Khalid,71,American Teen
Khalid,75,American Teen
Khalid,72,American Teen
Khalid,65,American Teen
Khalid,82,American Teen
Khalid,83,American Teen
Khalid,82,American Teen
alt-J,59,An Awesome Wave
alt-J,72,An Awesome Wave
alt-J,63,An Awesome Wave
alt-J,50,An Awesome Wave
alt-J,73,An Awesome Wave
alt-J,55,An Awesome Wave
alt-J,73,An Awesome Wave
Pelicandy,10,Animals
Martin Garrix,8,Animals
Martin Garrix,5,Animals
Martin Garrix,30,Animals
Martin Garrix,0,Animals
Martin Garrix,5,Animals
Martin Garrix,5,Animals
オメガトライブ,35,Another Summer
オメガトライブ,45,Another Summer
オメガトライブ,35,Another Summer
オメガトライブ,24,Another Summer
オメガトライブ,21,Another Summer
オメガトライブ,22,Another Summer
オメガトライブ,29,Another Summer
オメガトライブ,20,Another Summer
オメガトライブ,35,Another Summer
オメガトライブ,45,Another Summer
"Grover Washington, Jr.",66,Anthology
Sly & The Family Stone,0,Anthology
Eraserheads,61,Anthology
Eraserheads,54,Anthology
Eraserheads,52,Anthology
Eraserheads,49,Anthology
Alien Ant Farm,72,Anthology
Alien Ant Farm,10,Anthology
Rainbow,0,Anthology
Rubén Blades,9,Anthology
Willie Colón,2,Anthology
OutKast,60,Aquemini
OutKast,63,Aquemini
OutKast,48,Aquemini
OutKast,56,Aquemini
OutKast,40,Aquemini
OutKast,44,Aquemini
OutKast,63,Aquemini
OutKast,60,Aquemini
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
CASIOPEA,0,Asian Dreamer
Mike Posner,73,"At Night, Alone."
Mike Posner,73,"At Night, Alone."
Mike Posner,17,"At Night, Alone."
Mike Posner,42,"At Night, Alone."
Mike Posner,78,"At Night, Alone."
Mike Posner,17,"At Night, Alone."
Mike Posner,78,"At Night, Alone."
Mike Posner,73,"At Night, Alone."
Mike Posner,45,"At Night, Alone."
Ozuna,64,Aura
Ozuna,64,Aura
Ozuna,66,Aura
Ozuna,79,Aura
Ozuna,70,Aura
Ozuna,64,Aura
Ozuna,66,Aura
ILLENIUM,64,Awake
Skillet,75,Awake
Skillet,72,Awake
Tycho,60,Awake
ILLENIUM,58,Awake
ILLENIUM,63,Awake
ILLENIUM,59,Awake
VYLW,6,Awake
VYLW,5,Awake
Tyga,91,Ayy Macarena
Tyga,91,Ayy Macarena
Tyga,91,Ayy Macarena
Tyga,91,Ayy Macarena
Tyga,91,Ayy Macarena
Tyga,91,Ayy Macarena
Tyga,91,Ayy Macarena
AC/DC,83,Back In Black
AC/DC,78,Back In Black
AC/DC,83,Back In Black
AC/DC,78,Back In Black
AC/DC,83,Back In Black
AC/DC,70,Back In Black
AC/DC,69,Back In Black
AC/DC,78,Back In Black
AC/DC,83,Back In Black
Erykah Badu,67,Baduizm
Erykah Badu,57,Baduizm
Erykah Badu,59,Baduizm
Erykah Badu,4,Baduizm
Erykah Badu,8,Baduizm
Erykah Badu,1,Baduizm
Erykah Badu,8,Baduizm
Erykah Badu,2,Baduizm
Erykah Badu,67,Baduizm
Erykah Badu,59,Baduizm
Armin van Buuren,60,Balance
Armin van Buuren,58,Balance
Armin van Buuren,38,Balance
Band&dos,6,Balance
Above & Beyond,47,Balance
Armin van Buuren,52,Balance
Jay Lumen,22,Balance
Tom Misch,53,Beat Tape 2
Tom Misch,65,Beat Tape 2
Tom Misch,56,Beat Tape 2
Tom Misch,43,Beat Tape 2
Tom Misch,47,Beat Tape 2
Tom Misch,54,Beat Tape 2
Tom Misch,57,Beat Tape 2
Tom Misch,50,Beat Tape 2
Tom Misch,65,Beat Tape 2
DJ Bobo,40,Best Of
DJ Bobo,43,Best Of
Skid Row,59,Best Of
The Tubes,45,Best Of
Skid Row,59,Best Of
Skid Row,43,Best Of
Korn,0,Best Of
Foxy Brown,0,Best Of
Case,50,Best Of
Case,0,Best Of
Case,0,Best Of
Case,0,Best Of
Case,0,Best Of
El DeBarge,0,Best Of
Erykah Badu,25,Best Of
Erykah Badu,39,Best Of
Blackstreet,57,Blackstreet
Blackstreet,30,Blackstreet
Blackstreet,0,Blackstreet
Blackstreet,0,Blackstreet
Blackstreet,0,Blackstreet
Blackstreet,0,Blackstreet
Blackstreet,16,Blackstreet
Blackstreet,0,Blackstreet
Blackstreet,30,Blackstreet
The Weeknd,98,Blinding Lights
The Weeknd,98,Blinding Lights
The Weeknd,98,Blinding Lights
Lucas Estrada,65,Blinding Lights
The Weeknd,98,Blinding Lights
The Weeknd,98,Blinding Lights
The Weeknd,98,Blinding Lights
The Weeknd,98,Blinding Lights
The Weeknd,98,Blinding Lights
Frank Ocean,77,Blonde
Frank Ocean,77,Blonde
Frank Ocean,77,Blonde
Frank Ocean,72,Blonde
Frank Ocean,77,Blonde
Frank Ocean,69,Blonde
Frank Ocean,64,Blonde
Frank Ocean,78,Blonde
Frank Ocean,71,Blonde
Frank Ocean,66,Blonde
Frank Ocean,77,Blonde
Frank Ocean,0,Blonde
Frank Ocean,77,Blonde
Frank Ocean,78,Blonde
Frank Ocean,74,Blonde
Rhye,60,Blood
Rhye,41,Blood
Rhye,58,Blood
Rhye,1,Blood
In This Moment,0,Blood
In This Moment,59,Blood
Breaking Benjamin,3,Blood
In This Moment,1,Blood
In This Moment,1,Blood
Lianne La Havas,45,Blood
Lianne La Havas,46,Blood
Troye Sivan,61,Bloom
Troye Sivan,75,Bloom
Troye Sivan,74,Bloom
Troye Sivan,6,Bloom
Troye Sivan,75,Bloom
Troye Sivan,67,Bloom
Troye Sivan,60,Bloom
Sye Elaine Spence,38,Bloom
Jonas Blue,16,Blue
Jonas Blue,21,Blue
Jonas Blue,74,Blue
Jonas Blue,74,Blue
Jonas Blue,76,Blue
Jonas Blue,74,Blue
Dolo Tonight,47,Blue
Jonas Blue,74,Blue
Twenty One Pilots,81,Blurryface
Twenty One Pilots,83,Blurryface
Twenty One Pilots,83,Blurryface
Twenty One Pilots,81,Blurryface
Twenty One Pilots,71,Blurryface
Twenty One Pilots,73,Blurryface
Twenty One Pilots,83,Blurryface
Twenty One Pilots,81,Blurryface
Twenty One Pilots,71,Blurryface
Twenty One Pilots,83,Blurryface
Twenty One Pilots,83,Blurryface
Twenty One Pilots,81,Blurryface
Logic,77,Bobby Tarantino II
Logic,77,Bobby Tarantino II
Logic,73,Bobby Tarantino II
Logic,60,Bobby Tarantino II
Logic,64,Bobby Tarantino II
Logic,61,Bobby Tarantino II
Logic,58,Bobby Tarantino II
Logic,64,Bobby Tarantino II
Logic,58,Bobby Tarantino II
Bruce Springsteen,4,Born In The U.S.A.
Bruce Springsteen,17,Born In The U.S.A.
Bruce Springsteen,75,Born In The U.S.A.
Bruce Springsteen,5,Born In The U.S.A.
Bruce Springsteen,76,Born In The U.S.A.
Bruce Springsteen,67,Born In The U.S.A.
Bruce Springsteen,16,Born In The U.S.A.
Bruce Springsteen,73,Born In The U.S.A.
Bruce Springsteen,75,Born In The U.S.A.
Boston,78,Boston
Boston,11,Boston
Boston,12,Boston
Boston,78,Boston
Boston,19,Boston
Boston,78,Boston
Boston,62,Boston
Boston,69,Boston
Boston,11,Boston
Boston,12,Boston
Boston,55,Boston
Boston,78,Boston
Boston,19,Boston
Boston,78,Boston
Westside Connection,42,Bow Down
Westside Connection,57,Bow Down
Westside Connection,39,Bow Down
Westside Connection,49,Bow Down
Westside Connection,57,Bow Down
Westside Connection,41,Bow Down
Westside Connection,53,Bow Down
Westside Connection,46,Bow Down
Westside Connection,42,Bow Down
Westside Connection,51,Bow Down
Jax Jones,65,Breathe
Herb Barclay,13,Breathe
Electric Shore,24,Breathe
Seeb,12,Breathe
T-Mass,32,Breathe
Miles Wesley,51,Breathe
Seeb,12,Breathe
Duchess,36,Breathe
JSPH,36,Breathe
Lonely in the Rain,57,Breathe
Crime Zcene,27,Breathe
CamelPhat,69,Breathe
Borgeous,42,Breathe
Hugh Graham,20,Breathe
CamelPhat,69,Breathe
Jax Jones,65,Breathe
Borgeous,0,Breathe
Ñejo & Dalmata,68,Broke & Famous
Ñejo & Dalmata,48,Broke & Famous
Ñejo & Dalmata,68,Broke & Famous
Ñejo & Dalmata,51,Broke & Famous
Ñejo & Dalmata,53,Broke & Famous
Ñejo & Dalmata,45,Broke & Famous
Ñejo & Dalmata,2,Broke & Famous
D'Angelo,8,Brown Sugar
D'Angelo,4,Brown Sugar
D'Angelo,0,Brown Sugar
D'Angelo,2,Brown Sugar
D'Angelo,0,Brown Sugar
D'Angelo,4,Brown Sugar
D'Angelo,2,Brown Sugar
D'Angelo,62,Brown Sugar
D'Angelo,0,Brown Sugar
D'Angelo,0,Brown Sugar
D'Angelo,59,Brown Sugar
Joseph Crawford,44,Burn
In Flames,25,Burn
OSHUN,26,Burn
KSHMR,0,Burn
Madeaux,28,Burn
KSHMR,25,Burn
KSHMR,0,Burn
KSHMR,25,Burn
Breakbot,71,By Your Side
Jonas Blue,9,By Your Side
Jonas Blue,58,By Your Side
Lucas Estrada,38,By Your Side
Jonas Blue,9,By Your Side
The Him,44,By Your Side
Jonas Blue,58,By Your Side
Jonas Blue,58,By Your Side
Color Me Badd,58,C.M.B.
Color Me Badd,43,C.M.B.
Color Me Badd,25,C.M.B.
Color Me Badd,51,C.M.B.
Color Me Badd,19,C.M.B.
Color Me Badd,19,C.M.B.
Color Me Badd,21,C.M.B.
Color Me Badd,19,C.M.B.
Color Me Badd,15,C.M.B.
LemKuuja,0,CHEESECAKE+
LemKuuja,0,CHEESECAKE+
LemKuuja,0,CHEESECAKE+
LemKuuja,0,CHEESECAKE+
LemKuuja,0,CHEESECAKE+
LemKuuja,0,CHEESECAKE+
LemKuuja,0,CHEESECAKE+
LemKuuja,0,CHEESECAKE+
Cast Of Camp Rock,38,Camp Rock OST
Jonas Brothers,42,Camp Rock OST
Joe Jonas,45,Camp Rock OST
Demi Lovato,50,Camp Rock OST
Renee Sandstrom,35,Camp Rock OST
Aaryn Doyle,31,Camp Rock OST
Demi Lovato,0,Camp Rock OST
Jonas Brothers,0,Camp Rock OST
DJ Snake,88,Carte Blanche
DJ Snake,54,Carte Blanche
DJ Snake,59,Carte Blanche
DJ Snake,88,Carte Blanche
DJ Snake,74,Carte Blanche
DJ Snake,34,Carte Blanche
DJ Snake,51,Carte Blanche
DJ Snake,63,Carte Blanche
DJ Snake,62,Carte Blanche
DJ Snake,88,Carte Blanche
Cartel De Santa,48,Cartel De Santa
Cartel De Santa,38,Cartel De Santa
Cartel De Santa,41,Cartel De Santa
Cartel De Santa,39,Cartel De Santa
Cartel De Santa,46,Cartel De Santa
Cartel De Santa,58,Cartel De Santa
Cartel De Santa,46,Cartel De Santa
